Insurance Validity,Fuel Type,Engine Displacement,Year of Manufacture,ft,bt,transmission,ownerNo,oem,model,Wheel Size,Color,No of Cylinder,Fuel Suppy System,Turbo Charger,Length,Width,Height,Wheel Base,Gear Box,Drive Type,Seating Capacity,Steering Type,Tyre Type,No Door Numbers,Cargo Volumn,Mileage,Value Configuration,Super Charger,Turning Radius,City,price_in_lakhs,km_winsorized,price_in_lakhs_winzorized
Third Party insurance,Petrol,998 cc,2021.0,Petrol,SUV,Manual,1,Kia,Kia Sonet,16.0,White,3.0,GDi,Yes,3995.0,1790.0,1642.0,2500.0,6-Speed iMT,FWD,5.0,Electric,"tubeless,radial",5.0,392.0,18.2,Unknown,Unknown,4.802915843028181,Hyderabad,11.78,9.702973165917758,11.78
Zero Dep,Petrol,998 cc,2017.0,Petrol,Hatchback,Automatic,1,Maruti,Maruti Celerio,15.0,White,3.0,MPFi,No,3695.0,1600.0,1560.0,2425.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,235.0,23.1,DOHC,No,4.7,Hyderabad,4.89,11.102955223973272,4.89
Third Party insurance,Petrol,998 cc,2022.0,Petrol,Sedan,Automatic,1,Hyundai,Hyundai Verna,16.0,Black,3.0,GDi,Yes,4440.0,1729.0,1475.0,2600.0,7 Speed DCT,FWD,5.0,Electric,"tubeless,radial",4.0,424.1222274942832,19.2,DOHC with TIS,Unknown,8.934830342688649,Hyderabad,7.5,9.702973165917758,7.5
Third Party insurance,Petrol,998 cc,2017.0,Petrol,Hatchback,Manual,1,Maruti,Maruti Celerio,14.0,White,3.0,MPFi,No,3715.0,1635.0,1565.0,2425.0,5 Speed ,FWD,5.0,Power,"tubeless,radial",5.0,235.0,23.1,DOHC,No,4.7,Hyderabad,4.65,11.191962337949786,4.65
Third Party insurance,Petrol,1194 cc,2021.0,Petrol,Hatchback,Manual,1,Ford,Ford Figo,15.0,Maroon,3.0,Direct Injection,No,3941.0,1704.0,1525.0,2490.0,5 Speed,FWD,5.0,Electric,tubeless,5.0,321.06781860918,18.5,DOHC,No,4.9,Hyderabad,2.225,10.280381703656257,2.55
Third Party insurance,Petrol,1199 cc,2018.0,Petrol,Hatchback,Automatic,1,Tata,Tata Tiago,14.0,Orange,3.0,MPFi,No,3746.0,1647.0,1535.0,2400.0,5 Speed,FWD,5.0,Power,tubeless,5.0,242.0,23.84,DOHC,No,4.9,Hyderabad,5.3,11.156264806643742,5.3
Third Party insurance,Petrol,999 cc,2021.0,Petrol,Hatchback,Manual,1,Datsun,Datsun RediGO,14.0,Blue,3.0,MPFi,No,3435.0,1574.0,1546.0,2348.0,5-Speed,FWD,5.0,Power,tubeless,5.0,222.0,21.7,DOHC,No,4.7,Hyderabad,4.66,10.426172574814567,4.66
Comprehensive,Petrol,999 cc,2020.0,Petrol,Hatchback,Manual,1,Renault,Renault KWID,14.0,Blue,3.0,MPFi,No,3731.0,1579.0,1474.0,2422.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,279.0,23.01,DOHC,No,4.9,Hyderabad,4.57,10.841813711270895,4.57
Third Party insurance,Diesel,1199 cc,2013.0,Diesel,Hatchback,Manual,2,Volkswagen,Volkswagen Polo,15.0,Others,3.0,CRDI,No,3970.0,1682.0,1453.0,2456.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,329.78948222681663,22.07,DOHC,No,4.97,Hyderabad,3.5,10.596659732783579,3.5
Third Party insurance,Petrol,1061 cc,2009.0,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,13.0,Others,3.0,MPFI,No,3595.0,1475.0,1700.0,2400.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,227.2505102465558,18.9,DOHC,No,4.6,Hyderabad,2.9,10.596659732783579,2.9
Third Party insurance,Diesel,1995 cc,2020.0,Diesel,SUV,Automatic,1,BMW,BMW X1,17.0,Others,4.0,CRDi,Yes,4439.0,1821.0,1612.0,2670.0,8 Speed,FWD,5.0,Power,runflat,5.0,505.0,20.68,DOHC,No,5.8,Hyderabad,34.663333333333334,11.002116507732017,18.40999999999999
Comprehensive,Petrol,998 cc,2014.0,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,15.0,Brown,3.0,MPFI,No,3655.0,1620.0,1675.0,2435.0,5 Speed,FWD,5.0,Power,"tubeless tyres,radial",5.0,341.0,21.79,DOHC,No,4.7,Hyderabad,3.75,11.07443600653965,3.75
Third Party insurance,Petrol,998 cc,2020.0,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,15.0,White,3.0,MPFI,No,3655.0,1620.0,1675.0,2435.0,5 Speed,FWD,5.0,Power,"tubeless tyres,radial",5.0,341.0,21.79,DOHC,No,4.7,Hyderabad,6.0,10.596659732783579,6.0
Third Party insurance,Diesel,1956 cc,2018.0,Diesel,SUV,Manual,1,Jeep,Jeep Compass,17.0,Others,4.0,CRDI,Yes,4395.0,1818.0,1640.0,2636.0,6 Speed,2WD,5.0,Power,"radial,tubless",5.0,408.0,17.1,DOHC,No,9.17921373457304,Hyderabad,14.0,11.289794413577894,14.0
Third Party insurance,Diesel,1956 cc,2019.0,Diesel,SUV,Manual,1,Jeep,Jeep Compass,18.0,Others,4.0,CRDI,Yes,4395.0,1818.0,1640.0,2636.0,6 Speed,4WD,5.0,power,"radial,tubless",5.0,408.0,16.3,DOHC,No,9.17921373457304,Hyderabad,19.0,10.819798284210286,18.40999999999999
Third Party insurance,Petrol,998 cc,2020.0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,16.0,Others,3.0,Unknown,Yes,3995.0,1775.0,1505.0,2580.0,6 Speed IMT,FWD,5.0,Electric,"tubeless,radial",5.0,311.0,20.0,DOHC,Unknown,2.9990303199075825,Hyderabad,7.4,10.596659732783579,7.4
Third Party insurance,Petrol,1197 cc,2020.0,Petrol,Sedan,Automatic,2,Hyundai,Hyundai Aura,15.0,White,4.0,Unknown,No,3995.0,1680.0,1520.0,2450.0,5-Speed,Unknown,5.0,Electric,"tubeless,radial",4.0,333.90535569372923,20.1,Unknown,Unknown,5.065098617288548,Hyderabad,7.66,10.593805735252527,7.66
Third Party insurance,Diesel,1461 cc,2014.0,Diesel,SUV,Manual,1,Renault,Renault Duster,16.0,White,4.0,CRDI,Yes,4315.0,1822.0,1695.0,2673.0,5 speed,FWD,5.0,Power,"tubeless,radial",5.0,475.0,20.45,DOHC,No,5.2,Hyderabad,4.4,11.563955014694816,4.4
Third Party insurance,Petrol,1197 cc,2017.0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,15.0,Red,4.0,MPFI,No,3765.0,1660.0,1520.0,2425.0,5 Speed,FWD,5.0,Power,tubeless,5.0,256.0,18.9,DOHC,No,4.8,Hyderabad,5.19,10.50840443170166,5.19
Third Party insurance,Diesel,1956 cc,2020.0,Diesel,SUV,Manual,1,MG,MG Hector Plus,18.0,Others,4.0,Unknown,Yes,4720.0,1835.0,1760.0,2750.0,6-speed,Unknown,6.0,Unknown,"tubeless,radial",5.0,155.0,16.65,Unknown,Unknown,14.7050474116446,Hyderabad,16.0,11.289794413577894,16.0
Third Party insurance,Petrol,998 cc,2022.0,Petrol,Hatchback,Manual,1,Maruti,Maruti S-Presso,14.0,Grey,3.0,Unknown,Unknown,3565.0,1520.0,1567.0,2380.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,223.8481396206207,24.76,Unknown,Unknown,4.5,Hyderabad,5.25,9.846970109700957,5.25
Zero Dep,Diesel,1493 cc,2019.0,Diesel,SUV,Manual,1,Kia,Kia Seltos,16.0,White,4.0,CRDi,Yes,4315.0,1800.0,1645.0,2610.0,6-Speed,FWD,5.0,Electric,"tubeless,radial",5.0,433.0,20.8,DOHC,Unknown,8.614012373969004,Hyderabad,11.08,11.166978484386473,11.08
Third Party insurance,Petrol,998 cc,2020.0,Petrol,Hatchback,Manual,1,Maruti,Maruti S-Presso,14.0,Grey,3.0,Unknown,Unknown,3565.0,1520.0,1567.0,2380.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,223.8481396206207,21.7,Unknown,Unknown,4.5,Hyderabad,4.2,10.999312627196202,4.2
Third Party insurance,Petrol,1197 cc,2017.0,Petrol,Sedan,Manual,2,Maruti,Maruti Swift Dzire,16.0,Red,4.0,MPFI,No,3995.0,1735.0,1515.0,2450.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,378.0,21.21,DOHC,No,4.8,Hyderabad,6.05,11.00324918046076,6.05
Comprehensive,Petrol,796 cc,2018.0,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,14.0,Silver,3.0,Unknown,Unknown,3445.0,1515.0,1475.0,2360.0,5 Speed,FWD,5.0,Power,tubeless,5.0,194.2967032843453,22.05,DOHC,Unknown,4.6,Hyderabad,3.26,10.627697258547892,3.26
Third Party insurance,Petrol,1497 cc,2020.0,Petrol,SUV,Manual,1,Ford,Ford Ecosport,16.0,White,3.0,Direct Injection,No,3998.0,1765.0,1647.0,2519.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,352.0,17.0,DOHC,No,5.3,Hyderabad,9.5,10.380032242325244,9.5
Comprehensive,Petrol,1199 cc,2018.0,Petrol,Hatchback,Manual,1,Honda,Honda Jazz,15.0,Brown,4.0,PGM - Fi,No,3955.0,1694.0,1544.0,2530.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,354.0,18.7,SOHC,No,5.1,Hyderabad,6.39,11.235167320382796,6.39
Third Party insurance,Petrol,1197 cc,2018.0,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,16.0,White,4.0,MPFI,No,3985.0,1734.0,1505.0,2570.0,5 Speed,FWD,5.0,Power,tubeless,5.0,295.0,18.6,DOHC,No,5.2,Hyderabad,7.12,10.804502196857767,7.12
Third Party insurance,Diesel,2143 cc,2018.0,Diesel,SUV,Automatic,2,Mercedes-Benz,Mercedes-Benz GLE,19.0,Others,4.0,CRDi,Yes,4819.0,2141.0,1796.0,2915.0,9 Speed,AWD,5.0,Power,"radial,tubeless",5.0,690.0,17.9,DOHC,No,5.9,Hyderabad,30.0,11.51293546492023,18.40999999999999
Third Party insurance,Diesel,3198 cc,2016.0,Diesel,SUV,Automatic,1,Ford,Ford Endeavour,18.0,White,5.0,TDCi,Yes,4892.0,1860.0,1837.0,2850.0,6 Speed,4WD,7.0,Power,"tubeless,radial",5.0,473.6525385098503,10.91,DOHC,No,17.5262883581589,Hyderabad,22.5,11.563955014694816,18.40999999999999
Third Party insurance,Petrol,1197 cc,2021.0,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,16.0,Blue,4.0,Unknown,Unknown,3845.0,1735.0,1530.0,2450.0,5-Speed,FWD,5.0,Electric,"radial,tubeless",5.0,268.0,22.38,DOHC,Unknown,4.8,Hyderabad,6.7,10.418972305682843,6.7
Third Party insurance,Petrol,1997 cc,2021.0,Petrol,SUV,Manual,1,Mahindra,Mahindra Thar,18.0,Others,4.0,Unknown,Yes,3985.0,1855.0,1844.0,2450.0,6 Speed,4WD,4.0,Power,"radial,tubeless",3.0,314.28121465619085,15.2,DOHC,Unknown,6.509814073037873,Hyderabad,16.5,10.308985993422082,16.5
Third Party insurance,Petrol,1199 cc,2022.0,Petrol,Hatchback,Manual,1,Tata,Tata Altroz,16.0,White,3.0,Unknown,No,3990.0,1755.0,1523.0,2501.0,5-Speed,Unknown,5.0,Electric,"tubeless,radial",5.0,345.0,19.33,Unknown,Unknown,5.0,Hyderabad,8.75,9.952325334619427,8.75
Third Party insurance,Diesel,1956 cc,2018.0,Diesel,SUV,Manual,1,Jeep,Jeep Compass,18.0,Grey,4.0,CRDI,Yes,4395.0,1818.0,1640.0,2636.0,6 Speed,2WD,5.0,power,"radial,tubless",5.0,408.0,17.1,DOHC,No,9.17921373457304,Hyderabad,16.0,10.942809745178671,16.0
Third Party insurance,Petrol,999 cc,2017.0,Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,15.0,Blue,3.0,MPFI,No,3971.0,1682.0,1469.0,2469.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,280.0,18.78,DOHC,No,4.97,Hyderabad,6.75,11.06665398721974,6.75
Third Party insurance,Petrol,999 cc,2018.0,Petrol,Sedan,Manual,2,Volkswagen,Volkswagen Ameo,15.0,White,3.0,MPFI,No,3995.0,1682.0,1483.0,2470.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,330.0,19.44,DOHC,No,5.4,Hyderabad,5.33,11.176249207538184,5.33
Third Party insurance,Petrol,799 cc,2020.0,Petrol,Hatchback,Manual,2,Renault,Renault KWID,14.0,Red,3.0,MPFi,No,3731.0,1579.0,1474.0,2422.0,5 Speed,FWD,5.0,Electric,"tubeless,radial",5.0,279.0,22.3,DOHC,No,4.9,Hyderabad,4.87,10.371019379393825,4.87
Comprehensive,Diesel,1995 cc,2019.0,Diesel,SUV,Automatic,1,BMW,BMW X1,17.0,Black,4.0,CRDi,Yes,4439.0,1821.0,1612.0,2670.0,8 Speed,FWD,5.0,Power,runflat,5.0,505.0,20.68,DOHC,No,5.8,Hyderabad,33.825,10.736418414365376,18.40999999999999
Comprehensive,Petrol,998 cc,2022.0,Petrol,Hatchback,Manual,2,Maruti,Maruti S-Presso,14.0,Red,3.0,Unknown,Unknown,3565.0,1520.0,1567.0,2380.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,223.8481396206207,21.7,Unknown,Unknown,4.5,Hyderabad,5.26,9.702973165917758,5.26
Third Party insurance,Petrol,1197 cc,2022.0,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,16.0,Blue,4.0,MPFI,No,3995.0,1745.0,1510.0,2520.0,5 Speed,FWD,5.0,Electric,"tubeless,radial",5.0,339.0,21.01,DOHC,No,4.9,Hyderabad,9.26,9.702973165917758,9.26
Comprehensive,Petrol,1496 cc,2018.0,Petrol,Sedan,Manual,1,Toyota,Toyota Yaris,16.0,White,4.0,EFI,No,4425.0,1730.0,1495.0,2550.0,6 Speed,FWD,5.0,Power,"tubless,radial",4.0,476.0,17.1,DOHC,No,5.1,Hyderabad,8.5,9.933483152571508,8.5
Comprehensive,Petrol,1197 cc,2019.0,Petrol,Sedan,Manual,2,Maruti,Maruti Swift Dzire,16.0,Grey,4.0,MPFI,No,3995.0,1735.0,1515.0,2450.0,5 Speed,FWD,5.0,Electric,"tubeless,radial",4.0,378.0,22.0,DOHC,No,4.8,Hyderabad,7.25,11.429554725537322,7.25
Comprehensive,Petrol,998 cc,2018.0,Petrol,Hatchback,Automatic,2,Maruti,Maruti Celerio,15.0,Red,3.0,MPFi,No,3695.0,1600.0,1560.0,2425.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,235.0,23.1,DOHC,No,4.7,Hyderabad,5.01,11.120682557031186,5.01
Third Party insurance,Petrol,1197 cc,2017.0,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,16.0,White,4.0,MPFI,No,3995.0,1695.0,1555.0,2430.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,320.0,20.85,DOHC,No,4.8,Hyderabad,5.77,11.464648669004788,5.77
Comprehensive,Diesel,2179 cc,2015.0,Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,17.0,Silver,4.0,Direct Injection,Yes,4585.0,1890.0,1785.0,2700.0,6 Speed ,FWD,7.0,Power,tubeless,5.0,720.0,16.0,DOHC,No,5.6,Hyderabad,8.95,11.097425172408931,8.95
Zero Dep,Petrol,1197 cc,2019.0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,15.0,Silver,4.0,MPFI,No,3765.0,1660.0,1520.0,2425.0,5 Speed,FWD,5.0,Power,tubeless,5.0,256.0,18.9,DOHC,No,4.8,Hyderabad,5.21,10.489327880107565,5.21
Comprehensive,Petrol,1497 cc,2016.0,Petrol,SUV,Manual,1,Honda,Honda BR-V,16.0,Grey,4.0,Unknown,No,4456.0,1735.0,1666.0,2662.0,6 Speed,FWD,7.0,Power,"tubless,radial",5.0,223.0,15.4,SOHC,No,5.3,Hyderabad,6.5,11.563955014694816,6.5
Third Party insurance,Diesel,1248 cc,2013.0,Diesel,MUV,Manual,1,Maruti,Maruti Ertiga,15.0,Silver,4.0,CRDI,Yes,4265.0,1695.0,1685.0,2740.0,5 Speed ,FWD,7.0,Power,"tubeless,radial",5.0,135.0,20.77,DOHC,No,5.2,Hyderabad,6.7,11.451028784430047,6.7
Third Party insurance,Petrol,1598 cc,2018.0,Petrol,Sedan,Manual,1,Skoda,Skoda Rapid,16.0,Others,4.0,MPFI,No,4413.0,1699.0,1466.0,2552.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,460.0,15.41,DOHC,No,5.3,Hyderabad,7.75,11.002116507732017,7.75
Comprehensive,Diesel,1248 cc,2019.0,Diesel,SUV,Manual,1,Maruti,Maruti Vitara Brezza,16.0,Red,4.0,CRDi,Yes,3995.0,1790.0,1640.0,2500.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,328.0,24.3,DOHC,No,5.2,Hyderabad,9.8,10.86323999182082,9.8
Third Party insurance,Petrol,1462 cc,2019.0,Petrol,Sedan,Manual,2,Maruti,Maruti Ciaz,15.0,White,4.0,MPFI,No,4490.0,1730.0,1485.0,2650.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,510.0,21.56,DOHC,No,5.4,Hyderabad,8.3,11.02939070144014,8.3
Third Party insurance,Petrol,1197 cc,2020.0,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,15.0,White,4.0,Unknown,Unknown,3995.0,1735.0,1515.0,2450.0,5 Speed,FWD,5.0,Electric,"tubeless,radial",4.0,378.0,22.41,DOHC,Unknown,4.8,Hyderabad,7.5,11.082157933374816,7.5
Third Party insurance,Diesel,1198 cc,2018.0,Diesel,Hatchback,Manual,1,Mahindra,Mahindra KUV 100 NXT,15.0,Red,3.0,CRDi,Yes,3700.0,1735.0,1655.0,2385.0,5 Speed,FWD,6.0,Power,"tubeless,radial",5.0,243.0,25.32,DOHC,No,5.05,Hyderabad,4.5,11.563955014694816,4.5
Third Party insurance,Diesel,1248 cc,2017.0,Diesel,Hatchback,Manual,2,Maruti,Maruti Swift,16.0,Others,4.0,CRDI,Yes,3840.0,1735.0,1530.0,2450.0,5 Speed,FWD,5.0,Power,tubeless,5.0,204.0,25.2,DOHC,No,4.8,Hyderabad,6.0,11.563955014694816,6.0
Third Party insurance,Petrol,796 cc,2017.0,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,14.0,Red,3.0,Unknown,Unknown,3445.0,1515.0,1475.0,2360.0,5 Speed,FWD,5.0,Power,tubeless,5.0,194.2967032843453,22.05,DOHC,Unknown,4.6,Hyderabad,3.02,11.276823312491628,3.02
Third Party insurance,Petrol,1197 cc,2021.0,Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10 Nios,15.0,Silver,4.0,Unknown,No,3805.0,1680.0,1520.0,2450.0,5-Speed,FWD,5.0,Electric,"tubeless,radial",5.0,300.8603119300095,20.7,DOHC,Unknown,2.714684156229616,Hyderabad,7.36,10.56977727892619,7.36
Comprehensive,Petrol,1197 cc,2019.0,Petrol,Hatchback,Manual,1,Maruti,Maruti Ignis,15.0,Grey,4.0,MPFI,No,3700.0,1690.0,1595.0,2435.0,5 Speed,FWD,5.0,Electrical,"tubeless,radial",5.0,260.0,20.89,SOHC,No,4.7,Hyderabad,4.8,11.392315938549663,4.8
Third Party insurance,Petrol,998 cc,2021.0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,16.0,Red,3.0,Unknown,Yes,3995.0,1775.0,1505.0,2580.0,6 Speed IMT,FWD,5.0,Electric,"tubeless,radial",5.0,311.0,20.0,DOHC,Unknown,2.9990303199075825,Hyderabad,9.67,9.855924135604518,9.67
Zero Dep,Petrol,998 cc,2020.0,Petrol,Hatchback,Manual,1,Maruti,Maruti S-Presso,14.0,Silver,3.0,Unknown,Unknown,3565.0,1520.0,1567.0,2380.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,223.8481396206207,21.7,Unknown,Unknown,4.5,Hyderabad,4.32,11.135420795021401,4.32
Not Available,Petrol,1194 cc,2019.0,Petrol,Hatchback,Manual,1,Ford,Ford Figo,15.0,Red,3.0,Direct Injection,No,3941.0,1704.0,1525.0,2490.0,5 Speed,FWD,5.0,Power,tubeless,5.0,257.0,20.4,DOHC,No,4.9,Hyderabad,2.225,10.700025810683254,2.55
Third Party insurance,Petrol,1197 cc,2016.0,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,15.0,Silver,4.0,Unknown,Unknown,3995.0,1735.0,1515.0,2450.0,5 Speed,FWD,5.0,Electric,"tubeless,radial",4.0,378.0,22.41,DOHC,Unknown,4.8,Hyderabad,6.1,11.200185379844262,6.1
Third Party insurance,Diesel,1985 cc,2012.0,Diesel,SUV,Automatic,1,Volvo,Volvo XC60,17.0,Black,5.0,Unknown,Yes,4627.0,1888.0,1713.0,2774.0,6 Speed,AWD,5.0,Power,"tubeless,radial",5.0,495.0,14.7,DOHC,No,6.05,Hyderabad,12.5,11.563955014694816,12.5
Third Party insurance,Petrol,1198 cc,2018.0,Petrol,Hatchback,Manual,1,Datsun,Datsun GO,15.0,Silver,3.0,Electronic Injection System,No,3788.0,1636.0,1507.0,2450.0,5 Speed,FWD,5.0,Power,tubeless,5.0,265.0,19.02,DOHC,No,4.6,Hyderabad,3.37,11.120297605663556,3.37
Comprehensive,Petrol,1086 cc,2019.0,Petrol,Hatchback,Automatic,1,Hyundai,Hyundai Santro,15.0,Silver,4.0,MPFI,No,3610.0,1645.0,1560.0,2400.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,235.0,20.3,DOHC,No,1.590495501209034,Hyderabad,5.27,11.283109703887954,5.27
Third Party insurance,Diesel,1995 cc,2014.0,Diesel,Sedan,Automatic,1,BMW,BMW 5 Series,17.0,White,4.0,CRDi,Yes,4907.0,2102.0,1464.0,2968.0,8 Speed,RWD,5.0,Power,"tubeless,radial",4.0,520.0,18.12,DOHC,No,5.6,Hyderabad,17.5,11.544181854620783,17.5
Third Party insurance,Petrol,1199 cc,2017.0,Petrol,Hatchback,Manual,3,Volkswagen,Volkswagen Polo,15.0,White,3.0,MPFI,No,3971.0,1682.0,1469.0,2469.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,280.0,16.2,DOHC,No,4.97,Hyderabad,5.49,11.542940473813326,5.49
Not Available,Petrol,1172 cc,2017.0,Petrol,Hatchback,Manual,2,Fiat,Fiat Punto EVO,15.0,Hip Hop Black,4.0,SMPI,No,3989.0,1687.0,1525.0,2510.0,5 Speed,FWD,5.0,Power,"radial,tubeless",5.0,280.0,15.8,SOHC,No,5.0,Hyderabad,2.7,11.351711565902628,2.7
Third Party insurance,Diesel,1248 cc,2011.0,Diesel,Sedan,Manual,1,Tata,Tata Manza,15.0,Purple,4.0,CRDI,No,4413.0,1703.0,1550.0,2520.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,441.60764112410016,19.0,Unknown,No,5.1,Hyderabad,2.85,11.563955014694816,2.85
Third Party insurance,Diesel,1461 cc,2017.0,Diesel,SUV,Manual,1,Renault,Renault Captur,17.0,Orange,4.0,CRDi,Yes,4329.0,1813.0,1626.0,2673.0,6 Speed,Unknown,5.0,Power,"radial,tubeless",5.0,392.0,20.37,DOHC,No,5.2,Hyderabad,9.75,11.156264806643742,9.75
Third Party insurance,Diesel,1396 cc,2018.0,Diesel,Hatchback,Manual,1,Hyundai,Hyundai i20,16.0,Blue,4.0,CRDI,Yes,3985.0,1734.0,1505.0,2570.0,6 Speed,FWD,5.0,Power,tubeless,5.0,295.0,22.54,DOHC,No,5.2,Hyderabad,7.25,11.184435286790631,7.25
Third Party insurance,Petrol,1197 cc,2023.0,Petrol,SUV,Manual,1,Hyundai,Hyundai Venue,16.0,Others,4.0,Unknown,No,3995.0,1770.0,1617.0,2500.0,5-Speed,FWD,5.0,Power,"tubeless,radial",5.0,333.8545721146013,19.256888627353813,Unknown,Unknown,4.807512349747093,Hyderabad,9.55,9.90353755128617,9.55
Third Party insurance,Diesel,1493 cc,2022.0,Diesel,MUV,Automatic,1,Kia,Kia Carens,16.0,White,4.0,CRDi,Yes,4540.0,1800.0,1708.0,2780.0,6-Speed AT,2WD,6.0,Power,"tubeless,radial",5.0,420.9176410624812,19.256888627353813,Unknown,Unknown,12.360289868366324,Hyderabad,18.5,10.373522431293592,18.40999999999999
Third Party insurance,Petrol,1197 cc,2023.0,Petrol,SUV,Manual,1,Hyundai,Hyundai Venue,16.0,Others,4.0,Unknown,No,3995.0,1770.0,1617.0,2500.0,5-Speed,FWD,5.0,Power,"tubeless,radial",5.0,333.8545721146013,19.256888627353813,Unknown,Unknown,4.807512349747093,Hyderabad,10.1,9.90353755128617,10.1
Third Party insurance,Petrol,1497 cc,2021.0,Petrol,SUV,Automatic,1,Kia,Kia Seltos,17.0,Black,4.0,MPI,No,4315.0,1800.0,1645.0,2610.0,6-Speed IVT,2WD,5.0,Electric,"tubeless,radial",5.0,433.0,16.8,DOHC,No,8.614012373969004,Hyderabad,17.5,10.021315031649332,17.5
Comprehensive,Petrol,1197 cc,2016.0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,16.0,Red,4.0,MPFI,No,3985.0,1734.0,1505.0,2570.0,5 Speed,FWD,5.0,Power,tubeless,5.0,295.0,18.6,DOHC,No,5.2,Hyderabad,6.21,10.909783508696709,6.21
Comprehensive,Petrol,1197 cc,2017.0,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,16.0,Blue,4.0,MPFI,No,3995.0,1745.0,1510.0,2520.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,339.0,21.4,DOHC,No,4.9,Hyderabad,6.33,11.264874277949835,6.33
Comprehensive,Diesel,1995 cc,2022.0,Diesel,Sedan,Automatic,1,BMW,BMW 5 Series,18.0,White,4.0,CRDi,Yes,4936.0,2126.0,1466.0,2975.0,8-Speed Steptronic,RWD,5.0,Power,"tubeless,runflat",4.0,520.0,20.37,DOHC,No,5.6,Hyderabad,63.495000000000005,10.373522431293592,18.40999999999999
Zero Dep,Petrol,1197 cc,2019.0,Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,15.0,Silver,4.0,MPFI,No,3765.0,1660.0,1520.0,2425.0,5 Speed,FWD,5.0,Power,tubeless,5.0,256.0,18.9,DOHC,No,4.8,Hyderabad,5.15,10.099794193896745,5.15
Third Party insurance,Petrol,1197 cc,2019.0,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,16.0,Blue,4.0,MPFI,No,3995.0,1745.0,1510.0,2520.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,339.0,21.4,DOHC,No,4.9,Hyderabad,6.79,11.317445717638492,6.79
Third Party insurance,Petrol,1497 cc,2022.0,Petrol,SUV,Manual,1,Hyundai,Hyundai Creta,16.0,Others,4.0,MPi,No,4300.0,1790.0,1635.0,2610.0,6-speed iMT,FWD,5.0,Power,"tubeless,radial",5.0,387.3563752954349,19.256888627353813,DOHC,Unknown,8.468961588881704,Hyderabad,13.88,9.90353755128617,13.88
Comprehensive,Petrol,1197 cc,2017.0,Petrol,Hatchback,Automatic,2,Maruti,Maruti Ignis,15.0,White,4.0,MPFI,No,3700.0,1690.0,1595.0,2435.0,5 Speed,FWD,5.0,Electrical,"tubeless,radial",5.0,260.0,20.89,SOHC,No,4.7,Hyderabad,6.09,11.558873498872936,6.09
