Insurance Validity,Fuel Type,Engine Displacement,Year of Manufacture,ft,bt,transmission,ownerNo,oem,model,Wheel Size,Color,No of Cylinder,Fuel Suppy System,Turbo Charger,Length,Width,Height,Wheel Base,Gear Box,Drive Type,Seating Capacity,Steering Type,Tyre Type,No Door Numbers,Cargo Volumn,Mileage,Value Configuration,Super Charger,Turning Radius,City,price_in_lakhs,km_winsorized,price_in_lakhs_winzorized
Comprehensive,Petrol,1462 cc,2021.0,Petrol,SUV,Manual,2,Toyota,Toyota Urban cruiser,16.0,Silver,4.0,Unknown,Unknown,3995.0,1790.0,1640.0,2500.0,5 Speed,Unknown,5.0,Electronic,"tubeless,radial",5.0,328.0,17.03,Unknown,Unknown,5.2,Hyderabad,10.0,10.896757843893464,10.0
Third Party insurance,Petrol,1197 cc,2021.0,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,16.0,Red,4.0,Unknown,Unknown,3845.0,1735.0,1530.0,2450.0,5-Speed,FWD,5.0,Electric,"radial,tubeless",5.0,268.0,22.38,DOHC,Unknown,4.8,Hyderabad,5.9,11.563955014694816,5.9
Third Party insurance,Diesel,1248 cc,2017.0,Diesel,Hatchback,Manual,1,Maruti,Maruti Swift,16.0,Red,4.0,CRDI,Yes,3840.0,1735.0,1530.0,2450.0,5 Speed,FWD,5.0,Power,tubeless,5.0,204.0,25.2,DOHC,No,4.8,Hyderabad,5.7,11.56299100597695,5.7
Third Party insurance,Petrol,1451 cc,2023.0,Petrol,SUV,Automatic,1,MG,MG Hector,18.0,Others,4.0,Unknown,Unknown,4699.0,1835.0,1760.0,2750.0,6-speed,FWD,5.0,Power,"tubeless,radial",5.0,587.0,12.34,Unknown,Unknown,14.445264760685454,Hyderabad,26.5,9.702973165917758,18.40999999999999
Third Party insurance,Petrol,1197 cc,2018.0,Petrol,Sedan,Automatic,1,Maruti,Maruti Swift Dzire,16.0,Brown,4.0,MPFI,No,3995.0,1735.0,1515.0,2450.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,378.0,21.21,DOHC,No,4.8,Hyderabad,6.79,10.499325055627958,6.79
Third Party insurance,Petrol,1997 cc,2023.0,Petrol,SUV,Manual,1,Mahindra,Mahindra Scorpio N,18.0,Others,4.0,Unknown,Yes,4662.0,1917.0,1857.0,2750.0,6-Speed,2WD,7.0,Electric,"tubeless,radial",5.0,439.0616215706416,19.256888627353813,Unknown,Unknown,13.88464479785695,Hyderabad,18.0,9.702973165917758,18.0
Third Party insurance,Petrol,1197 cc,2018.0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,15.0,Blue,4.0,MPFI,No,3985.0,1734.0,1505.0,2570.0,5 Speed,FWD,5.0,Power,tubeless,5.0,285.0,18.6,DOHC,No,5.2,Hyderabad,6.4,10.277977856344862,6.4
Third Party insurance,Petrol,998 cc,2020.0,Petrol,Hatchback,Manual,1,Maruti,Maruti Celerio,15.0,White,3.0,MPFi,No,3695.0,1600.0,1560.0,2425.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,235.0,21.63,DOHC,No,4.7,Hyderabad,4.75,11.11113360222836,4.75
Third Party insurance,Petrol,1497 cc,2011.0,Petrol,Sedan,Automatic,1,Honda,Honda City,15.0,Others,4.0,EFI(Electronic Fuel Injection),No,4420.0,1695.0,1480.0,2550.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,506.0,16.8,SOHC,No,5.3,Hyderabad,4.3,11.563955014694816,4.3
Comprehensive,Petrol,1462 cc,2022.0,Petrol,SUV,Manual,1,Maruti,Maruti Grand Vitara,17.0,Red,4.0,Unknown,Unknown,4345.0,1795.0,1645.0,2600.0,5 Speed,2WD,5.0,Power,"tubeless,radial",5.0,420.0980434176681,21.11,DOHC,Unknown,5.4,Hyderabad,17.0,9.702973165917758,17.0
Third Party insurance,Petrol,1498 cc,2021.0,Petrol,SUV,Manual,1,Volkswagen,Volkswagen Taigun,17.0,Gray,4.0,TSI,Yes,4221.0,1760.0,1612.0,2651.0,7-Speed DSG,Unknown,5.0,Electric,"tubeless,radial",5.0,385.0,17.88,Unknown,Unknown,5.05,Hyderabad,19.5,10.596659732783579,18.40999999999999
Third Party insurance,Diesel,2179 cc,2014.0,Diesel,SUV,Manual,2,Mahindra,Mahindra XUV500,17.0,Blue,4.0,Direct Injection,Yes,4585.0,1890.0,1785.0,2700.0,6 Speed,FWD,7.0,Power,"tubeless,radial",5.0,478.1401946475437,15.1,DOHC,No,5.6,Hyderabad,7.0,11.289794413577894,7.0
Third Party insurance,Petrol,1197 cc,2018.0,Petrol,Hatchback,Automatic,1,Hyundai,Hyundai Grand i10,14.0,Grey,4.0,MPFI,No,3765.0,1660.0,1520.0,2425.0,4 Speed,FWD,5.0,Power,tubeless,5.0,256.0,18.9,DOHC,No,4.8,Hyderabad,6.75,9.99884318585288,6.75
Third Party insurance,Petrol,1198 cc,2018.0,Petrol,Hatchback,Manual,1,Datsun,Datsun GO,15.0,White,3.0,Electronic Injection System,No,3788.0,1636.0,1507.0,2450.0,5 Speed,FWD,5.0,Power,tubeless,5.0,265.0,19.02,DOHC,No,4.6,Hyderabad,4.3,11.159117834926688,4.3
Third Party insurance,Petrol,999 cc,2019.0,Petrol,Hatchback,Manual,1,Renault,Renault KWID,14.0,Silver,3.0,MPFi,No,3679.0,1579.0,1478.0,2422.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,300.0,23.01,DOHC,No,4.9,Hyderabad,4.2,11.002183171065541,4.2
Third Party insurance,Petrol,1197 cc,2020.0,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,15.0,Others,4.0,MPFI,No,3655.0,1620.0,1675.0,2435.0,5 Speed,FWD,5.0,Power,"tubeless tyres,radial",5.0,341.0,20.52,DOHC,No,4.7,Hyderabad,5.8,11.002116507732017,5.8
Third Party insurance,Petrol,1086 cc,2013.0,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i10,15.0,Others,4.0,MPFI,No,3585.0,1595.0,1550.0,2380.0,5 Speed,FWD,5.0,Power,tubeless,5.0,225.0,19.81,SOHC,No,4.7,Hyderabad,3.34,10.95219155216611,3.34
Comprehensive,Petrol,1197 cc,2014.0,Petrol,Hatchback,Manual,1,Maruti,Maruti Ritz,14.0,Silver,4.0,MPFI,No,3775.0,1680.0,1620.0,2360.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,236.0,18.5,DOHC,No,4.7,Hyderabad,4.02,11.063351717236001,4.02
Third Party insurance,Diesel,936 cc,2016.0,Diesel,Hatchback,Manual,1,Chevrolet,Chevrolet Beat,15.0,Others,3.0,Direct Injection,Yes,3640.0,1595.0,1550.0,2375.0,5 Speed,FWD,5.0,Power,tubeless,5.0,170.0,25.44,DOHC,No,4.85,Hyderabad,2.4,11.563955014694816,2.55
Zero Dep,Diesel,1248 cc,2018.0,Diesel,Sedan,Automatic,2,Maruti,Maruti Ciaz,15.0,Silver,4.0,CRDI,Yes,4490.0,1730.0,1485.0,2650.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,510.0,28.09,DOHC,No,5.4,Hyderabad,7.34,11.563955014694816,7.34
Comprehensive,Petrol,1497 cc,2017.0,Petrol,Sedan,Manual,1,Honda,Honda City,15.0,White,4.0,Unknown,Unknown,4440.0,1695.0,1495.0,2600.0,5 Speed,FWD,5.0,Electric,"tubeless,radial",4.0,510.0,17.4,SOHC,Unknown,5.3,Hyderabad,7.95,10.87806606028079,7.95
Comprehensive,Petrol,1197 cc,2016.0,Petrol,Hatchback,Manual,2,Maruti,Maruti Baleno,16.0,Silver,4.0,MPFI,No,3995.0,1745.0,1510.0,2520.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,339.0,21.4,DOHC,No,4.9,Hyderabad,5.7,11.563856193638772,5.7
Zero Dep,Petrol,1086 cc,2021.0,Petrol,Hatchback,Manual,2,Hyundai,Hyundai Santro,15.0,White,4.0,MPFI,No,3610.0,1645.0,1560.0,2400.0,5 Speed,FWD,5.0,Electric,"tubeless,radial",5.0,235.0,20.3,SOHC,No,1.590495501209034,Hyderabad,5.51,9.94453352197213,5.51
Third Party insurance,Petrol,1197 cc,2010.0,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,14.0,Others,4.0,MPFI,No,3940.0,1710.0,1505.0,2525.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,319.27866038928016,18.5,DOHC,No,5.2,Hyderabad,2.8,11.51293546492023,2.8
Third Party insurance,Petrol,799 cc,2021.0,Petrol,Hatchback,Manual,1,Datsun,Datsun RediGO,14.0,Blue,3.0,MPFi,No,3435.0,1574.0,1546.0,2348.0,5-Speed,FWD,5.0,Power,tubeless,5.0,222.0,20.71,DOHC,No,4.7,Hyderabad,4.63,10.086725356114435,4.63
Third Party insurance,Petrol,1373 cc,2016.0,Petrol,Sedan,Manual,1,Maruti,Maruti Ciaz,15.0,Grey,4.0,MPFI,No,4490.0,1730.0,1485.0,2650.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,510.0,20.73,DOHC,No,5.4,Hyderabad,6.25,11.0186455364637,6.25
Third Party insurance,Diesel,1984 cc,2013.0,Diesel,Sedan,Automatic,2,Volvo,Volvo S60,18.0,Others,4.0,CRDI,Yes,4635.0,2097.0,1484.0,2776.0,8 Speed,FWD,5.0,Power,"tubeless,radial",4.0,380.0,9.0,DOHC,No,5.65,Hyderabad,8.0,11.563955014694816,8.0
Third Party insurance,Petrol,1596 cc,2008.0,Petrol,Sedan,Manual,2,Ford,Ford Fiesta,14.0,Black,4.0,SEFI,No,4282.0,1686.0,1468.0,2486.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,430.0,15.3,DOHC,No,4.9,Hyderabad,2.0,11.06665398721974,2.55
Third Party insurance,Petrol,796 cc,2011.0,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto,12.0,Others,3.0,MPFI,No,3495.0,1475.0,1460.0,2360.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,207.3824148307126,19.7,SOHC,No,4.6,Hyderabad,1.7,11.563955014694816,2.55
Third Party insurance,Petrol,1498 cc,2022.0,Petrol,SUV,Manual,1,Volkswagen,Volkswagen Taigun,17.0,Others,4.0,TSI,Yes,4221.0,1760.0,1612.0,2651.0,7-Speed DSG,Unknown,5.0,Electric,"tubeless,radial",5.0,385.0,17.88,Unknown,Unknown,5.05,Hyderabad,19.5,10.308985993422082,18.40999999999999
Third Party insurance,Petrol,796 cc,2018.0,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,14.0,White,3.0,Unknown,Unknown,3445.0,1515.0,1475.0,2360.0,5 Speed,FWD,5.0,Power,tubeless,5.0,194.2967032843453,22.05,DOHC,Unknown,4.6,Hyderabad,3.25,10.799595985047786,3.25
Third Party insurance,Diesel,1497 cc,2018.0,Diesel,MUV,Manual,1,Mahindra,Mahindra Marazzo,17.0,Silver,4.0,CRDi,Yes,4585.0,1866.0,1774.0,2760.0,6 Speed,FWD,7.0,Power,"tubless,radial",5.0,190.0,17.3,Unknown,No,5.25,Hyderabad,7.5,11.563955014694816,7.5
Third Party insurance,Petrol,796 cc,2016.0,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,14.0,Others,3.0,MPFi,No,3430.0,1490.0,1475.0,2360.0,5 Speed,FWD,5.0,Power,tubeless,5.0,177.0,24.7,DOHC,No,4.6,Hyderabad,2.75,10.819798284210286,2.75
Third Party insurance,Petrol,999 cc,2021.0,Petrol,Hatchback,Manual,1,Datsun,Datsun RediGO,14.0,Others,3.0,MPFi,No,3435.0,1574.0,1546.0,2348.0,5-Speed,FWD,5.0,Power,tubeless,5.0,222.0,21.7,DOHC,No,4.7,Hyderabad,4.47,9.829302654346751,4.47
Third Party insurance,Diesel,1186 cc,2018.0,Diesel,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,14.0,White,3.0,CRDi,No,3765.0,1660.0,1520.0,2425.0,5 Speed,FWD,5.0,Power,tubeless,5.0,256.0,24.0,DOHC,No,4.8,Hyderabad,5.78,11.497365026852172,5.78
Third Party insurance,Diesel,1498 cc,2015.0,Diesel,Sedan,Automatic,1,Skoda,Skoda Rapid,15.0,White,4.0,Direct Injection ,Yes,4386.0,1699.0,1466.0,2552.0,7 Speed,FWD,5.0,Power,"tubeless,radial",4.0,460.0,21.66,DOHC,No,5.3,Hyderabad,6.0,11.350418300109132,6.0
Third Party insurance,Petrol,1198 cc,2016.0,Petrol,Sedan,Manual,1,Volkswagen,Volkswagen Ameo,15.0,Brown,3.0,MPFI,No,3995.0,1682.0,1483.0,2470.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,330.0,17.0,DOHC,No,4.46092099896498,Hyderabad,5.24,11.49192652237417,5.24
Third Party insurance,Petrol,999 cc,2020.0,Petrol,Hatchback,Manual,2,Datsun,Datsun RediGO,14.0,Others,3.0,MPFi,No,3435.0,1574.0,1546.0,2348.0,5-Speed,FWD,5.0,Power,tubeless,5.0,222.0,21.7,DOHC,No,4.7,Hyderabad,4.02,9.862978009197919,4.02
Third Party insurance,Diesel,1248 cc,2019.0,Diesel,Hatchback,Manual,2,Maruti,Maruti Swift,16.0,Red,4.0,CRDi,Yes,3840.0,1735.0,1530.0,2450.0,5,FWD,5.0,Power,tubeless,5.0,295.62297000466424,28.4,DOHC,No,4.8,Hyderabad,6.67,11.563955014694816,6.67
Zero Dep,Petrol,1197 cc,2018.0,Petrol,Hatchback,Manual,1,Maruti,Maruti Ignis,15.0,Blue,4.0,MPFI,No,3700.0,1690.0,1595.0,2435.0,5 Speed,FWD,5.0,Electrical,"tubeless,radial",5.0,260.0,20.89,SOHC,No,4.7,Hyderabad,5.52,11.489093731716883,5.52
Third Party insurance,Petrol,1197 cc,2010.0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,13.0,Red,4.0,MPFI,No,3585.0,1595.0,1550.0,2380.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,246.669410910312,20.36,DOHC ,No,2.095131664346063,Hyderabad,2.65,11.314486721293981,2.65
Comprehensive,Diesel,1248 cc,2013.0,Diesel,Hatchback,Manual,2,Maruti,Maruti Swift,14.0,Silver,4.0,CRDI,Yes,3850.0,1695.0,1530.0,2430.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,232.0,22.9,DOHC,No,4.8,Hyderabad,4.43,11.164898731509329,4.43
Third Party insurance,Petrol,1591 cc,2016.0,Petrol,Sedan,Automatic,1,Hyundai,Hyundai Verna,16.0,Silver,4.0,MPFI,No,4375.0,1700.0,1475.0,2570.0,4 Speed,FWD,5.0,Power,tubeless,4.0,465.0,17.01,DOHC,No,5.2,Hyderabad,7.21,11.172475326979791,7.21
Comprehensive,Petrol,1497 cc,2022.0,Petrol,Sedan,Automatic,1,Hyundai,Hyundai Verna,16.0,White,4.0,MPi,Unknown,4440.0,1729.0,1475.0,2600.0,6 Speed IVT,FWD,5.0,Electric,"tubeless,radial",4.0,424.1222274942832,18.45,DOHC with VIS,Unknown,8.934830342688649,Hyderabad,7.5,9.702973165917758,7.5
Zero Dep,Petrol,998 cc,2021.0,Petrol,Hatchback,Automatic,1,Hyundai,Hyundai i20,16.0,Others,3.0,Unknown,Yes,3995.0,1775.0,1505.0,2580.0,7 Speed DCT,FWD,5.0,Electric,"tubeless,radial",5.0,311.0,20.28,DOHC,Unknown,2.9990303199075825,Hyderabad,10.92,10.946481417441225,10.92
Third Party insurance,Diesel,1248 cc,2018.0,Diesel,SUV,Manual,1,Maruti,Maruti Vitara Brezza,16.0,Red,4.0,CRDi,Yes,3995.0,1790.0,1640.0,2500.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,328.0,24.3,DOHC,No,5.2,Hyderabad,8.9,11.184435286790631,8.9
Not Available,Petrol,1197 cc,2018.0,Petrol,Hatchback,Manual,2,Maruti,Maruti Baleno,16.0,Nexa Blue,4.0,MPFI,No,3995.0,1745.0,1510.0,2520.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,339.0,21.4,DOHC,No,4.9,Hyderabad,5.5,11.074234438963437,5.5
Third Party insurance,Petrol,1197 cc,2017.0,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,16.0,Silver,4.0,MPFI,No,3995.0,1745.0,1510.0,2520.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,339.0,21.4,DOHC,No,4.9,Hyderabad,6.09,11.46985093539668,6.09
Third Party insurance,Diesel,2179 cc,2019.0,Diesel,MUV,Automatic,2,Tata,Tata Hexa,17.0,Blue,4.0,CRDi,Yes,4788.0,1900.0,1785.0,2850.0,6 Speed,AWD,7.0,Power,"tubeless,radial",5.0,128.0,17.6,DOHC,No,5.75,Hyderabad,14.5,11.002116507732017,14.5
Comprehensive,Petrol,1462 cc,2021.0,Petrol,MUV,Manual,1,Maruti,Maruti XL6,15.0,Red,4.0,Unknown,Unknown,4445.0,1775.0,1700.0,2740.0,5-Speed,FWD,6.0,Power,"tubeless,radial",5.0,209.0,19.01,Unknown,Unknown,5.2,Hyderabad,11.0,10.987138476064077,11.0
Third Party insurance,Diesel,1950 cc,2019.0,Diesel,Sedan,Automatic,2,Mercedes-Benz,Mercedes-Benz C-Class,17.0,Others,4.0,CRDi,Yes,4686.0,2020.0,1442.0,2840.0,9 Speed,RWD,5.0,Power,"tubeless,radial",4.0,480.0,12.6,DOHC,No,5.61,Hyderabad,36.1875,10.819798284210286,18.40999999999999
Comprehensive,Petrol,1330 cc,2020.0,Petrol,SUV,Manual,2,Nissan,Nissan Kicks,17.0,Silver,4.0,GDI,Yes,4384.0,1813.0,1669.0,2673.0,6-Speed,FWD,5.0,Power,tubeless,5.0,400.0,14.23,DOHC,No,5.2,Hyderabad,11.99,10.357774570341576,11.99
Comprehensive,Diesel,2179 cc,2015.0,Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,17.0,White,4.0,Direct Injection ,Yes,4585.0,1890.0,1785.0,2700.0,6 Speed ,FWD,7.0,Power,"tubeless,radial",5.0,478.1401946475437,15.1,DOHC,No,5.6,Hyderabad,8.45,11.563955014694816,8.45
Zero Dep,Diesel,1582 cc,2018.0,Diesel,Sedan,Manual,1,Hyundai,Hyundai Verna,16.0,White,4.0,CRDi,Yes,4440.0,1729.0,1475.0,2600.0,6 Speed,FWD,5.0,Power,tubeless,4.0,480.0,22.0,DOHC,No,8.934830342688649,Hyderabad,10.13,11.382942056513771,10.13
Comprehensive,Petrol,1591 cc,2017.0,Petrol,SUV,Manual,2,Hyundai,Hyundai Creta,17.0,Silver,4.0,MPFi,No,4270.0,1780.0,1630.0,2590.0,6 Speed,FWD,5.0,Power,tubeless,5.0,400.0,13.0,DOHC,No,5.3,Hyderabad,10.08,11.081403814542282,10.08
Third Party insurance,Petrol,1086 cc,2012.0,Petrol,Hatchback,Manual,2,Hyundai,Hyundai Santro Xing,13.0,Red,3.0,MPFI,No,3565.0,1525.0,1590.0,2380.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,223.99174995973567,17.92,SOHC,No,4.4,Hyderabad,2.6,10.819798284210286,2.6
Third Party insurance,Diesel,1582 cc,2017.0,Diesel,SUV,Manual,1,Hyundai,Hyundai Creta,17.0,Black,4.0,CRDi,Yes,4270.0,1780.0,1630.0,2590.0,6 Speed,FWD,5.0,Power,tubeless,5.0,400.0,19.67,DOHC,No,5.3,Hyderabad,11.24,11.484134967506966,11.24
Zero Dep,Petrol,1198 cc,2017.0,Petrol,Sedan,Manual,1,Volkswagen,Volkswagen Ameo,16.0,Blue,3.0,MPFI,No,3995.0,1682.0,1483.0,2470.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,330.0,17.0,DOHC,No,4.46092099896498,Hyderabad,6.09,11.124405965588206,6.09
Third Party insurance,Diesel,1968 cc,2014.0,Diesel,SUV,Automatic,2,Audi,Audi Q3,16.0,White,4.0,CRDI,Yes,4385.0,2019.0,1608.0,2603.0,7-Speed S-Tronic ,AWD,5.0,Power,"tubeless,radial",5.0,460.0,15.73,DOHC,No,5.9,Hyderabad,14.5,11.563955014694816,14.5
Third Party insurance,Petrol,998 cc,2014.0,Petrol,Hatchback,Manual,2,Maruti,Maruti Alto K10,14.0,Silver,3.0,Unknown,Unknown,3530.0,1490.0,1520.0,2380.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,214.0,24.39,DOHC,Unknown,4.5,Hyderabad,2.72,11.162459775080668,2.72
Comprehensive,Diesel,1956 cc,2020.0,Diesel,SUV,Manual,1,MG,MG Hector,17.0,Red,4.0,Unknown,Yes,4655.0,1835.0,1760.0,2750.0,6 Speed,FWD,5.0,Power,radial,5.0,587.0,17.41,Unknown,Unknown,13.900958253913911,Hyderabad,15.0,10.805435922694407,15.0
Comprehensive,Petrol,1086 cc,2018.0,Petrol,Hatchback,Automatic,2,Hyundai,Hyundai Santro,15.0,Red,4.0,MPFI,No,3610.0,1645.0,1560.0,2400.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,235.0,20.3,DOHC,No,1.590495501209034,Hyderabad,5.22,11.347579012382235,5.22
Comprehensive,Petrol,1197 cc,2017.0,Petrol,Hatchback,Manual,2,Maruti,Maruti Baleno,16.0,Blue,4.0,MPFI,No,3995.0,1745.0,1510.0,2520.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,339.0,21.4,DOHC,No,4.9,Hyderabad,6.23,11.219077757327483,6.23
Third Party insurance,Diesel,2179 cc,2010.0,Diesel,SUV,Manual,1,Mahindra,Mahindra Scorpio,16.0,White,4.0,CRDi,Yes,4430.0,1817.0,1975.0,2680.0,6 Speed,2WD,8.0,Power,"tubeless,radial",5.0,460.0,12.05,DOHC,No,5.6,Hyderabad,5.85,10.87806606028079,5.85
Third Party insurance,Petrol,796 cc,2017.0,Petrol,Hatchback,Manual,2,Maruti,Maruti Alto 800,14.0,Red,3.0,Unknown,Unknown,3445.0,1515.0,1475.0,2360.0,5 Speed,FWD,5.0,Power,tubeless,5.0,194.2967032843453,22.05,DOHC,Unknown,4.6,Hyderabad,2.98,11.277519537083819,2.98
Third Party insurance,Diesel,793 cc,2016.0,Diesel,Hatchback,Manual,1,Maruti,Maruti Celerio,15.0,White,2.0,CRDi,No,3600.0,1600.0,1560.0,2425.0,5 Speed ,FWD,5.0,Power,"tubeless,radial",5.0,235.0,27.62,SOHC,No,4.7,Hyderabad,4.0,11.289794413577894,4.0
Third Party insurance,Diesel,1950 cc,2019.0,Diesel,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,17.0,White,4.0,CRDI,Yes,5063.0,1860.0,1494.0,3079.0,9 Speed,RWD,5.0,Electric,"tubeless,radial",4.0,540.0,16.1,DOHC,No,6.0,Hyderabad,49.43333333333334,10.933124826700707,18.40999999999999
Comprehensive,Diesel,1582 cc,2018.0,Diesel,SUV,Manual,1,Hyundai,Hyundai Creta,16.0,Blue,4.0,CRDi,Yes,4270.0,1780.0,1630.0,2590.0,6 Speed,FWD,5.0,Power,tubeless,5.0,400.0,19.67,DOHC,No,5.3,Hyderabad,10.8,11.036919859848858,10.8
Comprehensive,Diesel,1364 cc,2014.0,Diesel,Hatchback,Manual,1,Toyota,Toyota Etios Cross,15.0,Silver,4.0,CRDi,Yes,3895.0,1735.0,1555.0,2460.0,5 Speed,FWD,5.0,Power,tubeless,5.0,251.0,23.59,SOHC,No,4.8,Hyderabad,5.2,11.467896717793968,5.2
Comprehensive,Petrol,1197 cc,2019.0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,14.0,White,4.0,MPFI,No,3765.0,1660.0,1520.0,2425.0,5 Speed,FWD,5.0,Power,tubeless,5.0,256.0,18.9,DOHC,No,4.8,Hyderabad,6.8,9.825580063659602,6.8
Third Party insurance,Diesel,1248 cc,2016.0,Diesel,Hatchback,Manual,2,Maruti,Maruti Swift,16.0,White,4.0,CRDi,Yes,3840.0,1735.0,1530.0,2450.0,5,FWD,5.0,Power,tubeless,5.0,295.62297000466424,28.4,DOHC,No,4.8,Hyderabad,5.0,11.563955014694816,5.0
Third Party insurance,Petrol,1498 cc,2021.0,Petrol,Sedan,Manual,1,Honda,Honda City,16.0,Brown,4.0,Unknown,Unknown,4549.0,1748.0,1489.0,2600.0,6 Speed,FWD,5.0,Electric,"tubeless,radial",4.0,506.0,18.6,DOHC,Unknown,5.3,Hyderabad,11.99,10.918736348043124,11.99
Not Available,Diesel,1396 cc,2016.0,Diesel,Hatchback,Manual,1,Hyundai,Hyundai i20,16.0,Passion Red,4.0,CRDI,Yes,3985.0,1734.0,1505.0,2570.0,6 Speed,FWD,5.0,Power,tubeless,5.0,295.0,22.54,DOHC,No,5.2,Hyderabad,4.98,11.563955014694816,4.98
Third Party insurance,Petrol,1197 cc,2016.0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,16.0,Red,4.0,MPFI,No,3985.0,1734.0,1505.0,2570.0,5 Speed,FWD,5.0,Power,tubeless,5.0,295.0,18.6,DOHC,No,5.2,Hyderabad,6.33,11.181361164701599,6.33
Third Party insurance,Petrol,1497 cc,2015.0,Petrol,Sedan,Manual,3,Honda,Honda City,15.0,Red,4.0,PGM-Fi,No,4440.0,1695.0,1495.0,2600.0,5 Speed ,FWD,5.0,Power,"tubeless,radial",4.0,510.0,17.4,SOHC,No,5.3,Hyderabad,5.62,11.524626737277869,5.62
Third Party insurance,Diesel,793 cc,2016.0,Diesel,Hatchback,Manual,1,Maruti,Maruti Celerio,15.0,White,2.0,CRDi,No,3600.0,1600.0,1560.0,2425.0,5 Speed ,FWD,5.0,Power,"tubeless,radial",5.0,235.0,27.62,SOHC,No,4.7,Hyderabad,4.75,11.225256725762893,4.75
Comprehensive,Petrol,1199 cc,2017.0,Petrol,Hatchback,Manual,1,Honda,Honda Jazz,15.0,Red,4.0,PGM - Fi,No,3955.0,1694.0,1544.0,2530.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,354.0,18.7,SOHC,No,5.1,Hyderabad,6.01,11.107615344850805,6.01
Third Party insurance,Petrol,796 cc,2018.0,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,14.0,Silver,3.0,Unknown,Unknown,3445.0,1515.0,1475.0,2360.0,5 Speed,FWD,5.0,Power,tubeless,5.0,194.2967032843453,22.05,DOHC,Unknown,4.6,Hyderabad,3.52,9.702973165917758,3.52
Third Party insurance,Diesel,2157 cc,2019.0,Diesel,SUV,Automatic,1,Mahindra,Mahindra Alturas G4,18.0,Brown,4.0,CRDI,Yes,4850.0,1960.0,1845.0,2865.0,7 speed,4WD,7.0,Power,"tubeless, radial",5.0,546.6126511207915,12.05,Unknown,No,5.5,Hyderabad,23.95,11.034905792929415,18.40999999999999
Third Party insurance,Petrol,1086 cc,2012.0,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i10,13.0,Silver,4.0,MPFI,No,3585.0,1595.0,1550.0,2380.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,246.669410910312,19.81,SOHC,No,2.095131664346063,Hyderabad,3.0,11.221971378648028,3.0
Third Party insurance,Petrol,1197 cc,2018.0,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,16.0,Blue,4.0,MPFI,No,3995.0,1745.0,1510.0,2520.0,5 Speed,FWD,5.0,Electric,"tubeless,radial",5.0,339.0,21.01,DOHC,No,4.9,Hyderabad,7.2,11.101115269302223,7.2
Third Party insurance,Petrol,999 cc,2022.0,Petrol,Hatchback,Manual,1,Renault,Renault KWID,14.0,Silver,3.0,Unknown,Unknown,3731.0,1579.0,1474.0,2548.67252318204,5 Speed,FWD,5.0,Electric,"radial,tubeless",5.0,279.0,21.46,DOHC,Unknown,3.049012869869493,Hyderabad,5.41,9.760886583937106,5.41
